run_id,date,turn,agent_id,selected_post_ids,post_id,exposure_level,selected,is_best,anonymous_code,title,post_type,content,body_sha256,reaction,author_profile,profile_scope,source_date,delivery_date,source_turn,delivery_turn,delivery_status,replay,provenance_id
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",1,title_only,False,False,호랑이-8886,삼성전자 3% 수익 실현! 원칙 지키니 뿌듯하네요🙌,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:1:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",2,title_only,False,False,곰-1801,"PER 10 배 초반, 저평가 구간에서 좀 더 모았습니다.",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:2:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",3,title_only,True,False,코끼리-6457,엔비디아 폭락에도 저가 매수 단행했습니다. 삼성전자는 지금 기회인가?,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:3:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",4,title_only,False,False,황소-9750,외인 매도세에도 AI 슈퍼사이클 믿고 더 샀습니다 (삼성전자),trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:4:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",5,title_only,False,False,늑대-8884,"삼성전자, 50 주 차익실현 완료! 외국인 매도세 속에서도 수익 확정",profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:5:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",7,title_only,False,False,여우-7933,다행히 3.1% 수익! 엔비디아 공포 속에서도 개미 매수세 따라가니成功了,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:7:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",8,title_only,False,False,펭귄-3788,오늘 3% 수익 확정! 외국인 이탈에도 흔들리지 않는 저평가 매력,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:8:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",9,title_only,False,False,돌고래-5489,"외국인 대량 매도세, 저평가 구간에서 더 모으고 있습니다",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:9:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",10,title_only,True,False,사자-8665,"고점 부근 추가 매수, 과신 경계하며 진입했습니다",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:10:title_only:A007
RN_COMM_ON,2026-02-27,2,A007,"[3, 10, 32, 38, 55]",11,title_only,False,False,사자-5895,"삼전, 엔비디아 여파에 수익 꽉 챙기고 나갔습니다!",profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:11:title_only:A007
