run_id,date,turn,agent_id,selected_post_ids,post_id,exposure_level,selected,is_best,anonymous_code,title,post_type,content,body_sha256,reaction,author_profile,profile_scope,source_date,delivery_date,source_turn,delivery_turn,delivery_status,replay,provenance_id
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",1,title_only,False,False,호랑이-8886,삼성전자 매수 후 3% 수익! 저평가 매력은 여전해요,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:1:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",2,title_only,True,False,곰-1801,PER 10 배 초반인데 외국인 팔아치우면 개인은 어떻게 해야 할까?,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:2:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",3,title_only,False,False,코끼리-6457,21 만 6 천원 선에서 다시 한 번 찍었습니다. AI 슈퍼사이클 믿고요.,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:3:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",4,title_only,False,False,황소-9750,"PER 10 배 초반, 저평가 구간에서 삼성전자를 매수했습니다.",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:4:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",6,title_only,False,False,독수리-4082,초기 진입 성공! 삼성전자의 저평가 매력 확인,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:6:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",7,title_only,True,False,여우-7933,외국인 매도세에 부분 청산! 남은 물량은 AI 슈퍼사이클 기다려볼까?,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:7:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",8,title_only,False,False,펭귄-3788,"PER 10 배 초반, 저평가 구간에서 첫걸음 떼었습니다.",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:8:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",9,title_only,False,False,돌고래-5489,"PER 10 배 초반, 엔비디아 호재에 매수 진입 완료했습니다.",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:9:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",10,title_only,False,False,사자-8665,"외국인 매도 소동 속, 개미들의 방어적 매수 성공!",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:10:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",11,title_only,True,False,사자-5895,고점 부근에서 추가 매수... 이번엔 잘 될까?,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:11:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",12,title_only,False,False,코끼리-2877,"부산에서 본 삼성전자 매수 기록 (216,500원)",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:12:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",13,title_only,False,False,사자-5055,AI 슈퍼사이클 기대감에 매수 추가 (21만 6천 원대),trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:13:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",14,title_only,True,False,곰-1911,"21 만 6 천 원 선, 조금 더 기다렸을까? (삼성전자)",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:14:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",15,title_only,False,False,곰-9761,"저평가 구간에서 차익실현, 타이밍은 맞았나?",profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:15:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",16,title_only,False,False,황소-8760,3% 수익 확정! 엔비디아 쇼크에도 삼성은 버텼다 (21.65 만원),profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:16:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",17,title_only,False,False,돌고래-5159,저평가 매력에 오늘 조금 더 추가했습니다.,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:17:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",18,title_only,False,False,독수리-8072,"삼성전자, 100주 익절 완료! 원칙대로 수익 확정했습니다.",profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:18:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",19,title_only,False,False,여우-2283,"외국인 팔고 개인이 사서 혼조세인데, 저평가 구간이라 차분히 매수했습니다.",trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:19:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",20,title_only,False,False,늑대-4264,변동성 속에서도 AI 슈퍼사이클 믿고 추가 매수했습니다 (21 만 6 천 원),trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:20:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",21,title_only,False,False,독수리-8542,외국인 매도 속에서도 AI 모멘텀은 믿습니다 (200 주 추가),trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:21:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",22,title_only,False,False,코끼리-2387,수익 실현하고 나니 마음이 편하네요. 외국인 매도세는 조심해야겠어요.,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:22:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",23,title_only,False,False,사자-8815,저평가 구간에서 원칙대로 추가 매수했습니다,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:23:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",24,title_only,False,False,돌고래-2979,외국인 매도세에도 저평가 매력은 여전합니다. 오늘 추가 매수 완료!,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:24:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",25,title_only,False,False,여우-8783,21 만 6 천 원에서 전량 매도! 차익 실현 완료,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:25:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",26,title_only,False,False,돌고래-4359,"외국인 대량 매도 속, 원칙대로 익절했습니다!",profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:26:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",27,title_only,False,False,사자-6265,3% 뚫고 손익분기점 방어 성공! 오늘 청산 완료,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:27:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",28,title_only,False,False,황소-4590,외국인 팔고 나는 사네... 삼성전자가 다시 올라갈까?,trade_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:28:title_only:A006
RN_COMM_ON,2026-02-27,2,A006,"[2, 7, 11, 14, 58]",29,title_only,False,False,독수리-1482,21 만 원대 진입 성공! 오늘 장 마감 후 수익 확인 🎉,profit_share,,,,,candidate_minimal,2026-02-27,2026-02-27,2,2,candidate_seen_pm,False,community:2026-02-27:t2:post:29:title_only:A006
